week_start,region_id,metric_name,calculation_method,unit,lakehouse_value,bi_report_value,ops_platform_value,absolute_delta,within_tolerance,suspected_driver
2026-04-27,REG12,first_visit_fix_rate,weighted average,percent,67.16,67.42,67.27,0.25,yes,duplicate appointment event
2026-04-27,REG12,repeat_visit_rate,weighted average,percent,14.95,14.22,14.46,0.72,yes,technician reassignment
2026-04-27,REG12,on_time_arrival_rate,weighted average,percent,85.16,83.82,84.73,1.34,no,timezone boundary
2026-04-27,REG12,technician_utilization,average,percent,86.16,85.09,85.46,1.07,no,missing cancellation filter
2026-04-27,REG12,cost_per_work_order,weighted average,dollars,141.48,141.93,141.74,0.45,yes,duplicate appointment event
2026-05-04,REG12,completed_orders,sum,orders,3622,3613.7,3619.02,8.3,no,missing cancellation filter
2026-05-04,REG12,first_visit_fix_rate,weighted average,percent,67.68,67.68,67.67,0.0,yes,late arriving work order status
2026-05-04,REG12,repeat_visit_rate,weighted average,percent,12.63,12.28,12.39,0.35,yes,technician reassignment
2026-05-04,REG12,on_time_arrival_rate,weighted average,percent,85.72,84.93,85.35,0.79,no,duplicate appointment event
2026-05-04,REG12,technician_utilization,average,percent,91.56,91.6,91.43,0.04,yes,missing cancellation filter
2026-05-04,REG12,cost_per_work_order,weighted average,dollars,137.05,134.77,136.12,2.28,no,technician reassignment
